t,x,y,rad
9.4,4.938857178,-40.05941687,0.122685175
9.44,11.17391219,-38.79346398,0.280481146
9.48,15.87110551,-36.90012726,0.406243369
9.52,20.29881485,-34.54997987,0.531261593
9.56,23.15190085,-32.26260258,0.622526613
9.6,25.08122593,-30.11890806,0.694478172
9.64,26.58181209,-28.72550662,0.746754679
9.68,27.4392899,-28.08239826,0.773916005
9.72,27.010551,-28.51113716,0.758476047
9.76,26.26025791,-29.15424552,0.733316264
9.8,24.43811757,-30.54764696,0.674828431
9.84,21.65131469,-33.22726511,0.577583117
9.88,17.89984927,-35.26377491,0.469769044
9.92,15.0999249,-37.25234874,0.385152599
9.96,10.12972024,-39.42182931,0.251548371
10,1.726663497,-40.59499003,0.042513796
10.04,-3.966018276,-40.77208198,-0.096980395
10.08,-10.47392105,-40.05507313,-0.255794498
10.12,-15.53143302,-38.7010187,-0.381691944
10.16,-19.69024634,-36.89873445,-0.490251291
10.2,-21.22309991,-35.89541945,-0.534028689
10.24,-23.5736166,-34.36479321,-0.601333529
10.28,-25.19717613,-33.27310254,-0.648230403
10.32,-25.83667362,-32.73319423,-0.668275893
10.36,-25.65029326,-32.92697334,-0.66189349
10.4,-24.3925867,-33.82343999,-0.624876841
10.44,-22.21687103,-35.17420338,-0.563421512
10.48,-20.23227101,-36.61652488,-0.504860358
10.52,-18.14917089,-38.24482752,-0.443140442
10.56,-12.457747,-39.865929,-0.302916009
10.6,-8.840781061,-40.41385298,-0.215391545
10.64,-1.617350365,-40.95785026,-0.039472777
10.68,4.35233258,-40.59022335,0.10683185
10.72,9.857449316,-39.4210108,0.245062878
10.76,14.10561134,-37.25077971,0.362027931
10.8,18.17197897,-35.0791382,0.478027818
10.84,21.69684468,-32.73860193,0.585347962
10.88,24.1331248,-30.93141898,0.662645214
10.92,25.21772143,-29.66509532,0.704632195
10.96,25.57893961,-29.38932522,0.716282004
11,25.217805,-29.66649221,0.704610592
11.04,24.13454541,-30.56042908,0.668535137
11.08,22.14638433,-32.0151965,0.605243331
11.12,20.06872366,-33.63180515,0.538072971
11.16,15.73183626,-36.16277093,0.410387332
11.2,13.65358015,-37.97485244,0.345195422
11.24,8.139960242,-40.05346068,0.200522881
11.28,2.3576458,-40.95654133,0.057508571
11.32,-3.784963641,-41.1444216,-0.091745854
11.36,-9.297120867,-40.67428416,-0.224743615
11.4,-14.44924851,-39.50552621,-0.350684272
11.44,-18.51378975,-38.04872805,-0.452913647
11.48,-21.85145333,-36.44479653,-0.540178274
11.52,-23.30184741,-34.71562996,-0.591225382
11.56,-24.92790689,-33.81018159,-0.635399301
11.6,-25.28992245,-33.45766582,-0.647336521
11.64,-24.74635605,-33.81614708,-0.631827125
11.68,-23.12680905,-34.9051215,-0.585231437
11.72,-21.22469729,-36.53058166,-0.526408781
11.76,-18.33105388,-38.34361184,-0.446010641
11.8,-14.08419501,-39.88031733,-0.33953259
11.84,-8.482757483,-41.05512917,-0.203777939
11.88,-2.884214549,-41.60213718,-0.069226738
11.92,2.539673263,-41.23516947,0.061520256
11.96,8.411741675,-40.42022911,0.20520528
12,13.56209416,-38.88439105,0.335630974
12.04,16.81618768,-36.89075464,0.427753195
12.08,20.79049114,-34.5346818,0.541972077
12.12,22.41745724,-31.82955672,0.613683515
12.16,24.67665912,-30.21201307,0.684979844
12.2,25.66936675,-29.38999761,0.718018931
12.24,25.85066057,-29.20691223,0.724608499
12.28,25.39713554,-29.74682081,0.706774046
12.32,23.95273132,-30.83872493,0.660462845
12.36,22.14605385,-32.64276283,0.596184294
12.4,18.25966716,-35.17309548,0.478902092
12.44,12.8430342,-36.61974048,0.337353972
12.48,9.226214827,-39.50878259,0.229441675
12.52,4.166522026,-40.68392646,0.102069423
12.56,-0.532802784,-41.49765305,-0.012840307
12.6,-6.31347137,-41.33342333,-0.151593054
12.64,-11.10339599,-40.42626895,-0.268082934
12.68,-16.16406647,-39.14514916,-0.391650717
12.72,-19.95813698,-37.702728,-0.486918214
12.76,-23.21378262,-36.15511174,-0.570847858
12.8,-23.66328459,-34.90586628,-0.595828241
12.84,-24.65261326,-34.17032762,-0.62506667
12.88,-24.6560384,-34.17844031,-0.625019945
12.92,-23.84008021,-34.88425669,-0.599579164
12.96,-22.03429133,-35.99555752,-0.549368815
13,-19.05534162,-37.43050908,-0.470950878
13.04,-16.88556912,-39.05975617,-0.408091224
13.08,-11.46504895,-40.50353023,-0.275882482
13.12,-6.947630559,-41.4102596,-0.166248985
13.16,-1.433435182,-41.6843721,-0.034378744
13.2,3.896133096,-41.13730483,0.094441033
13.24,8.954323974,-40.06191005,0.219926355
13.28,13.38211616,-38.69492013,0.333004066
13.32,17.26699426,-36.80717232,0.438697041
13.36,19.52694263,-33.73005209,0.524842004
13.4,21.6948856,-32.1943983,0.593050839
13.44,24.67660087,-30.9307073,0.673486985
13.48,25.30862768,-30.46917557,0.693230936
13.52,25.21823961,-30.65247195,0.688527998
13.56,24.31607239,-31.3840207,0.659265263
13.6,22.50787138,-32.82460759,0.60114276
13.64,19.89071966,-34.63304693,0.52139651
13.68,14.74003239,-36.79887942,0.381035474
13.72,11.03804993,-39.24025341,0.274243829
13.76,6.516330156,-40.50467844,0.159532357
13.8,2.268504264,-41.31520186,0.054859287
13.84,-2.702537177,-41.50052921,-0.065037161
13.88,-7.492302042,-40.94851113,-0.180990586
13.92,-12.8210323,-39.86375181,-0.311213313
13.96,-17.78986356,-38.63673672,-0.431557028
14,-21.13262467,-37.16034602,-0.517144382
14.04,-23.30040776,-35.8125854,-0.5768862
14.08,-24.92804472,-34.91323797,-0.620140533
14.12,-25.56019131,-34.5515262,-0.637004445
14.16,-25.28874049,-34.89894063,-0.627145451
14.2,-23.66244113,-35.631051,-0.586296862
14.24,-21.76537464,-36.88172892,-0.533206903
14.28,-18.60314325,-38.33049193,-0.451905813
14.32,-13.09100567,-39.69278548,-0.318615883
14.36,-8.121640068,-40.96225923,-0.195758169
14.4,-2.971807269,-41.59093196,-0.071341267
14.44,2.267524459,-41.57688249,0.054491195
14.48,6.876262976,-41.03813097,0.166037222
14.52,10.76172155,-40.04607856,0.262565023
14.56,14.2867088,-38.51969927,0.355211713
14.6,17.53984765,-36.69524213,0.445940428
14.64,20.06779319,-35.17431666,0.518531195
14.68,21.69531918,-33.99064571,0.568160882
14.72,22.86970961,-33.27670794,0.602201599
14.76,23.04896247,-33.09477473,0.608420487
14.8,22.50817794,-33.46161729,0.592214807
14.84,21.24308546,-34.36622496,0.553721741
14.88,18.89503711,-35.70660582,0.486777258
14.92,16.00253979,-37.4376281,0.403992426
14.96,13.11090624,-39.06111179,0.323877107
15,8.683966348,-40.48182055,0.211340145
15.04,5.515561292,-41.13510445,0.133306343
15.08,0.278960493,-41.68176721,0.006693394
15.12,-4.868923381,-41.50829396,-0.116781562
15.16,-9.476896752,-40.85998306,-0.227935791
15.2,-13.90549025,-39.68708984,-0.337055385
15.24,-17.33783922,-38.61729741,-0.422048126
15.28,-20.04808738,-37.4378356,-0.491709032
15.32,-22.21549711,-36.52859917,-0.546474035
15.36,-23.30177848,-36.07349502,-0.573599255
15.4,-23.39120686,-36.07910636,-0.575275694
15.44,-22.4872878,-36.63402941,-0.550602379
15.48,-20.41279005,-37.60209553,-0.497411803
15.52,-17.42864022,-38.69312503,-0.423268393
15.56,-13.54263848,-39.79244863,-0.328078492
15.6,-8.934857472,-40.87640973,-0.215225504
15.64,-3.875124067,-41.4224504,-0.093291903
15.68,1.364828137,-41.505502,0.032875483
15.72,5.430696157,-40.87559546,0.132102712
15.76,9.858472731,-39.9524822,0.241953542
15.8,14.28351564,-38.51171038,0.35520646
15.84,17.53842901,-36.7950071,0.444853369
15.88,20.33962515,-35.00285556,0.526463352
15.92,22.23674691,-33.54951035,0.585399518
15.96,23.41087751,-32.64402828,0.62222851
16,24.0448038,-32.28527101,0.640222573
16.04,23.77453357,-32.54679297,0.630967656
16.08,22.69032769,-33.36843013,0.597249892
16.12,17.99131702,-34.5374353,0.480307206
16.16,18.26105518,-36.53553873,0.46356068
16.2,15.18650365,-38.33604843,0.377224659
16.24,12.6837031,-39.87079104,0.308036741
16.28,6.648530369,-40.95411985,0.160957802
16.32,2.357119706,-41.4970128,0.056748539
16.36,-2.522263536,-41.5796519,-0.06059462
16.4,-7.308812966,-40.86128432,-0.17702007
16.44,-12.63980143,-39.95449616,-0.306432687
16.48,-16.43534531,-38.79152938,-0.400807309
16.52,-19.68840362,-37.52835803,-0.483217485
16.56,-21.31490422,-36.79480798,-0.525121243
16.6,-22.48930182,-36.16961043,-0.55634783
16.64,-22.66725017,-36.07294514,-0.561093621
16.68,-21.85704507,-36.43521692,-0.540407117
16.72,-20.23314484,-37.15870304,-0.498680205
16.76,-17.78869965,-38.15849468,-0.436283423
16.8,-14.17706745,-39.24054461,-0.346738704
16.84,-10.37859073,-40.32382721,-0.251946083
16.88,-6.043871229,-41.04611595,-0.1462143
16.92,-0.802908848,-41.31538539,-0.019433726
16.96,2.902436234,-41.03777337,0.070617548
17,7.415666445,-40.31886569,0.181916183
17.04,13.11352005,-38.88181573,0.325328075
17.08,16.99489969,-37.25709557,0.428013652
17.12,19.71108989,-35.44859259,0.5075399
17.16,20.2463557,-34.90716997,0.525656168
17.2,21.78639327,-33.99619732,0.569988408
17.24,22.59805108,-33.45164919,0.594200129
17.28,22.68735182,-33.45867992,0.595933491
17.32,21.96688867,-33.99283614,0.573788516
17.36,20.88063803,-34.99410286,0.538052022
17.4,19.70427784,-35.80461978,0.503160083
17.44,16.72808657,-37.61579672,0.418499554
17.48,14.02552811,-39.06176157,0.344768148
17.52,8.596297208,-40.5063534,0.209145509
17.56,3.262537483,-41.22659547,0.078982375
17.6,-1.255573656,-41.23732338,-0.030442049
17.64,-7.851010958,-40.95933653,-0.189405708
17.68,-10.82986641,-39.87779781,-0.265214869
17.72,-16.7939409,-38.61373646,-0.410297266
17.76,-19.41595511,-37.51639015,-0.477637035
17.8,-21.49566915,-36.35855509,-0.53400303
17.84,-23.20981999,-35.71576838,-0.576343066
17.88,-23.75018226,-35.4394422,-0.590495391
17.92,-23.30565017,-35.63791201,-0.579226776
17.96,-22.03432476,-36.3319096,-0.545236209
18,-19.23510686,-37.24816923,-0.4767464
18.04,-16.16556158,-38.4171584,-0.398351108
18.08,-12.27764301,-39.6087597,-0.300619941
18.12,-7.669507873,-40.59425834,-0.186754061
18.16,-3.333596052,-41.23450605,-0.080679832
18.2,1.274791915,-41.30888188,0.030854205
18.24,5.972781279,-40.85869744,0.145172113
18.28,10.1279273,-39.96517444,0.248225959
18.32,13.92573684,-38.87066745,0.344057403
18.36,17.26855906,-37.44085721,0.432203154
18.4,19.71143568,-35.99510022,0.501074784
18.44,21.51248845,-34.90982363,0.552339698
18.48,22.51007263,-34.18731284,0.582356552
18.52,22.69374855,-34.09071385,0.587400291
18.56,22.2330675,-34.53343467,0.572087564
18.6,20.97817605,-35.45220533,0.534386597
18.64,18.87422732,-36.88008529,0.473082824
18.68,16.26542887,-38.15254067,0.403045694
18.72,12.7533906,-39.60501676,0.311569666
18.76,8.777141643,-40.68573968,0.212501517
18.8,4.527729391,-41.23241243,0.109385932
18.84,-0.078818066,-41.60041841,-0.001894889
18.88,-4.508969916,-41.22402912,-0.108958282
18.92,-8.842525991,-40.50728046,-0.21495105
18.96,-12.46013974,-39.23805233,-0.307521039
19,-15.61999389,-38.16300059,-0.38854545
19.04,-17.97171172,-37.23685713,-0.449715504
19.08,-19.50989807,-36.51372632,-0.490786331
19.12,-20.22937123,-36.0793095,-0.511081033
19.16,-19.95811609,-36.08442672,-0.505281814
19.2,-19.14338173,-36.61210828,-0.481838423
19.24,-17.4224435,-37.43084838,-0.435689694
19.28,-14.81065014,-38.50541704,-0.367241226
19.32,-11.28491573,-39.5109545,-0.278243808
19.36,-7.491978898,-40.50065048,-0.18294017
19.4,-3.242331898,-41.22690087,-0.078494654
19.44,1.184472862,-41.40940764,0.028599866
19.48,5.606986434,-41.13488318,0.135490009
19.52,9.855308141,-40.32537914,0.23972723
19.56,13.55875753,-39.23568747,0.332767819
19.6,16.45020839,-38.12554201,0.407394822
19.64,17.63254204,-36.70500439,0.44789109
19.68,17.89863603,-34.00430873,0.484578322
19.72,18.98987785,-33.29218135,0.518437998
19.76,19.5187427,-33.00710069,0.534104031
19.8,19.1612249,-33.27135218,0.522583856
19.84,18.0679017,-33.90283637,0.489708198
19.88,16.17856199,-34.72681451,0.436038306
19.92,15.64047283,-38.15260313,0.389100679
19.96,12.29838689,-39.33913114,0.303037823
20,8.503751749,-40.49820704,0.206998415
20.04,4.341975766,-41.31836687,0.104715148
20.08,-0.352213054,-41.58795748,-0.008470007
20.12,-4.866430612,-41.40434294,-0.117012697
20.16,-8.93648527,-40.86341688,-0.215329865
20.2,-12.55017978,-39.95895065,-0.304360207
20.24,-16.07454861,-38.78829036,-0.392924132
20.28,-18.60135127,-37.78944098,-0.457477046
20.32,-20.32077636,-37.07473822,-0.501450648
20.36,-21.13475602,-36.53721182,-0.524487197
20.4,-21.13166769,-36.53204425,-0.524485162
20.44,-20.3176671,-36.97237363,-0.502552406
20.48,-18.69413637,-37.71165353,-0.460271366
20.52,-16.16559587,-38.60622647,-0.39659959
20.56,-13.09047518,-39.60121856,-0.319291517
20.6,-9.387553873,-40.50473479,-0.227772984
20.64,-5.23035461,-41.22409396,-0.126218222
20.68,-0.713655391,-41.42072472,-0.017229957
20.72,3.623494643,-41.13832761,0.08786541
20.76,8.050846297,-40.49988786,0.196254269
20.8,11.66587499,-39.58097837,0.286656138
20.84,14.91796286,-38.42107949,0.370406368
20.88,17.80904901,-37.25996336,0.445924521
20.92,19.79791804,-36.17685054,0.500797267
20.96,20.88301222,-35.43610268,0.532594577
21,21.51240972,-35.08808423,0.550065563
21.04,21.33809941,-35.25713594,0.544314808
21.08,20.52012107,-35.82383261,0.520251627
21.12,18.98622475,-36.80577219,0.476308104
21.16,16.7240074,-37.98264039,0.414817498
21.2,13.56249683,-39.23189004,0.332882856
21.24,10.12929109,-40.34540776,0.24601199
21.28,5.883852212,-41.14119533,0.142071222
21.32,1.548068723,-41.5968159,0.037203695
21.36,-2.882643136,-41.58381836,-0.069219524
21.4,-6.857978366,-41.13614389,-0.165216323
21.44,-11.01323495,-40.32604844,-0.266637918
21.48,-12.81867363,-39.24907412,-0.315717591
21.52,-15.25858142,-38.34142161,-0.378800792
21.56,-17.065184,-37.61797177,-0.425935735
21.6,-18.05890466,-37.24877871,-0.451487513
21.64,-18.24267699,-37.16299654,-0.456386477
21.68,-17.61332631,-37.43856335,-0.439794167
21.72,-16.16262312,-37.96066914,-0.402577287
21.76,-13.99479864,-38.69329669,-0.347091768
21.8,-11.01321363,-39.59407029,-0.271330436
21.84,-7.670640002,-40.49890037,-0.187210594
21.88,-5.140499102,-41.13882139,-0.124326749
21.92,-0.441906581,-41.42168603,-0.010669462
21.96,3.806500793,-41.12801372,0.092301557
22,8.050650646,-40.60826834,0.195739135
22.04,11.57533853,-39.77055129,0.283265191
22.08,11.84831861,-37.97580184,0.302465344
22.12,14.9180529,-37.07695038,0.382583491
22.16,16.27602246,-35.80472021,0.426709424
22.2,17.71653345,-35.25198546,0.46576059
22.24,18.25950283,-34.89901306,0.482105017
22.28,18.08431572,-34.90260252,0.478113375
22.32,17.26463811,-35.44489835,0.453320184
22.36,15.72905731,-36.35108114,0.408426162
22.4,14.10327268,-37.79482346,0.357197195
22.44,11.21485744,-38.97164024,0.280235251
22.48,10.76252691,-40.31358413,0.260919609
22.52,7.273643186,-40.95619006,0.175785909
22.56,3.630690281,-41.13983208,0.088035794
22.6,-0.71182077,-41.32668539,-0.017224771
22.64,-4.870000324,-41.13379877,-0.117860833
22.68,-8.845963263,-40.58984269,-0.214607982
22.72,-11.73548924,-39.60125933,-0.288134187
22.76,-14.26831246,-38.87123138,-0.351842485
22.8,-15.80205463,-38.06238981,-0.393559303
22.84,-16.61383689,-37.53311881,-0.416774497
22.88,-16.97667333,-37.42915366,-0.425872479
22.92,-16.16383869,-37.43264997,-0.407678501
22.96,-15.16883738,-37.97180286,-0.380104156
23,-13.08888566,-38.52606567,-0.327548829
23.04,-11.46431363,-39.96119721,-0.279418962
23.08,-8.211871835,-40.69401123,-0.199147306
23.12,-4.236915375,-41.22516075,-0.102428683
23.16,-0.262270495,-41.3982058,-0.006336047
23.2,4.077608144,-41.13944788,0.098806876
23.24,7.961000655,-40.59479245,0.193676456
23.28,9.045185608,-39.8767769,0.223082981
23.32,13.02025777,-38.87344031,0.323237478
23.36,16.09461128,-37.79757479,0.402609303
23.4,17.18013671,-37.08405261,0.433895161
23.44,18.62398421,-36.35100139,0.473530281
23.48,19.35049748,-35.99218761,0.493360855
23.52,20.43116353,-35.62486225,0.520780219
23.56,19.70769196,-36.07267879,0.50008827
23.6,18.44605376,-36.81849997,0.46450719
23.64,16.27197887,-37.87792195,0.40580465
23.68,13.74285848,-38.96373223,0.339130095
23.72,10.58029813,-39.96450061,0.258838583
23.76,6.8778747,-40.69608633,0.167445434
23.8,2.990628894,-41.2248711,0.072426818
23.84,-2.157909515,-41.22865995,-0.052299099
23.88,-7.578924637,-40.50562276,-0.184993186
23.92,-9.657339004,-40.14914494,-0.236082906
23.96,-12.55096432,-39.23702162,-0.309630203
24,-14.89846182,-38.52028355,-0.36909665
24.04,-16.43418118,-37.96634754,-0.408563733
24.08,-17.70035722,-37.44267602,-0.441653618
24.12,-18.06219845,-37.25212788,-0.451523816
24.16,-17.60808836,-37.42309387,-0.439838801
24.2,-15.89521244,-37.97400263,-0.396472928
24.24,-13.27101909,-38.86796304,-0.329070046
24.28,-12.87703663,-38.70435882,-0.321224335
24.32,-11.10381865,-39.3312447,-0.275190217
24.36,-7.67286763,-39.87377054,-0.190129864
24.4,-2.520035554,-40.50490429,-0.062143535
24.44,1.636362767,-40.49254999,0.040394713
24.48,7.956101884,-39.87277225,0.196976071
24.52,11.66488558,-39.15168356,0.289604136
24.56,14.55767492,-38.14990669,0.364584107
24.6,14.1049648,-37.88348739,0.356469512
24.64,17.3562119,-36.61127288,0.442744565
24.68,17.2673832,-36.44401209,0.442530873
24.72,19.34552668,-35.52973456,0.498666425
24.76,19.34763578,-35.53658529,0.498631234
24.8,18.71361007,-35.89369056,0.480653195
24.84,17.35771263,-36.61090144,0.442781966
24.88,15.36963979,-37.53196809,0.388726326
24.92,11.7556255,-38.79117179,0.294289835
24.96,9.40640219,-39.5114528,0.23374746
25,5.973862904,-40.14054862,0.14775844
25.04,1.997429486,-40.6013959,0.049162821
25.08,-2.610046561,-40.58958113,-0.064223278
25.12,-7.307819953,-40.06107763,-0.18045645
25.16,-10.65073722,-39.50502697,-0.263377415
25.2,-11.64809409,-39.32142326,-0.288029711
25.24,-13.70225894,-38.61005855,-0.341067236
25.28,-15.88790671,-37.87141741,-0.397273416
25.32,-17.07092663,-37.33015699,-0.428960197
25.36,-17.52050144,-37.16238174,-0.440611525
25.4,-17.16002764,-37.34112807,-0.430821181
25.44,-16.25432654,-37.70194571,-0.407101579
25.48,-16.69220215,-37.53178593,-0.41853239
25.52,-14.17561478,-38.33456953,-0.354238235
25.56,-11.18465483,-39.1434535,-0.278354901
25.6,-7.762659421,-39.86382292,-0.192347541
25.64,-2.701271592,-40.59274299,-0.066456325
25.68,0.913379371,-40.58976647,0.022501821
25.72,4.076426705,-40.23666338,0.100979843
25.76,7.689821734,-39.68421372,0.19142802
25.8,13.92521672,-38.60662514,0.346215593
25.84,16.625765,-37.69882378,0.415411186
25.88,16.09264435,-37.06885522,0.40963015
25.92,15.92204313,-36.61708206,0.410216644
25.96,16.90545624,-36.34827637,0.435393463
26,16.99684545,-36.35307499,0.437408203
26.04,16.63418511,-36.70080193,0.425598268
26.08,15.36759638,-37.25199414,0.391312665
26.12,13.47216572,-37.99270853,0.340809968
26.16,14.46917372,-38.6068001,0.358626935
26.2,11.48677984,-39.61762442,0.282239734
26.24,8.049912918,-40.32451677,0.197063636
26.28,4.25714101,-40.85915759,0.103829499
26.32,0.190974683,-41.12956576,0.004643814
26.36,-3.425565294,-41.03565645,-0.083295475
26.4,-7.03694096,-40.69584138,-0.171244576
26.44,-10.01739243,-40.23085457,-0.244066793
26.48,-12.46002007,-39.59360248,-0.304925423
26.52,-14.44332979,-39.0434801,-0.35436373
26.56,-15.5307823,-38.61448277,-0.382451904
26.6,-15.90077474,-38.51166103,-0.391612827
26.64,-15.62567409,-38.60580848,-0.384643755
26.68,-14.62181001,-38.96915121,-0.359005692
26.72,-12.90732617,-39.49964044,-0.315873577
