t,x,y,rad
24.08,19.4250477,-30.62487766,0.565325043
24.12,18.75770031,-31.04419657,0.543591289
24.16,17.36128583,-31.95129425,0.497801142
24.2,15.29244449,-33.19023776,0.431814618
24.24,12.70588021,-34.76583441,0.350435242
24.28,9.61339718,-36.07532374,0.26046304
24.32,5.674253382,-36.95126899,0.152389972
24.36,1.401117034,-37.63584423,0.037215901
24.4,-2.868062552,-37.90295235,-0.075534447
24.44,-7.297267271,-37.48611662,-0.19228629
24.48,-10.10395191,-37.0965767,-0.265952889
24.52,-13.75138628,-36.01042854,-0.364829371
24.56,-16.55093479,-35.11453515,-0.440516143
24.6,-18.5006731,-34.39070126,-0.493613125
24.64,-19.93658159,-33.68564328,-0.534468736
24.68,-20.52877484,-33.34209303,-0.551956312
24.72,-20.27626544,-33.51502634,-0.5441513
24.76,-19.26028059,-34.04551924,-0.514900003
24.8,-17.39872062,-34.92896252,-0.46220024
24.84,-14.77210877,-35.8173669,-0.391225335
24.88,-11.37555196,-36.7325738,-0.300357819
24.92,-9.084415536,-37.28574341,-0.239017831
24.96,-3.383381764,-37.98402588,-0.088850866
25,-0.480300825,-37.85887592,-0.012687575
25.04,4.132434049,-37.35130841,0.110203085
25.08,7.985870491,-36.47658683,0.215558763
